Year,CO2 molfrac
2001.5548,370.87
2001.574,370.88
2001.5932,369.92
2001.6123,369.2
2001.6315,369.32
2001.6507,369.28
2001.6699,368.33
2001.689,368.56
2001.7082,368.05
2001.7274,367.81
2001.7466,368.07
2001.7658,368.29
2001.7849,368.18
2001.8041,368.71
2001.8233,369.12
2001.8425,369.09
2001.8616,369.83
2001.8808,370.22
2001.9,370.44
2001.9192,370.78
2001.9384,371.23
2001.9575,371.26
2001.9767,371.69
2001.9959,372.2
2002.0151,372.2
2002.0342,372.74
2002.0534,372.58
2002.0726,372.82
2002.0918,372.95
2002.111,373
2002.1301,373.08
2002.1493,373.74
2002.1685,373.88
2002.1877,374.13
2002.2068,374.64
2002.226,374.28
2002.2452,374.26
2002.2644,374.53
2002.2836,375.23
2002.3027,375.41
2002.3219,376.05
2002.3411,375.6
2002.3603,375.07
2002.3795,375.93
2002.3986,376.24
2002.4178,375.9
2002.437,375.45
2002.4562,375.23
2002.4753,375.49
2002.4945,374.82
2002.5137,374.47
2002.5329,374.01
2002.5521,373.34
2002.5712,373.33
2002.5904,372.57
2002.6096,371.81
2002.6288,371.33
2002.6479,370.93
2002.6671,370.26
2002.6863,371.63
2002.7055,370.83
2002.7247,370.5
2002.7438,369.88
2002.763,369.91
2002.7822,371.24
2002.8014,370.68
2002.8205,371.06
2002.8397,371.97
2002.8589,371.86
2002.8781,372.73
2002.8973,372.77
2002.9164,373.04
2002.9356,373.59
2002.9548,373.57
2002.974,374.47
2002.9932,374.69
2003.0123,374.55
2003.0315,375.02
2003.0507,374.92
2003.0699,375.3
2003.089,375.17
2003.1082,375.11
2003.1274,376.38
2003.1466,376.02
2003.1658,376.3
2003.1849,376.36
2003.2041,375.96
2003.2233,377
2003.2425,376.85
2003.2616,377.13
2003.2808,377.79
2003.3,378.35
2003.3192,378.63
2003.3384,378.07
2003.3575,378.07
2003.3767,379.43
2003.3959,378.72
2003.4151,378.42
2003.4342,378.49
2003.4534,378.12
2003.4726,378.31
2003.4918,377.58
2003.511,376.57
2003.5301,377.23
2003.5493,376.39
2003.5685,375.91
2003.5877,374.94
2003.6068,374.67
2003.626,373.89
2003.6452,373.44
2003.6644,373.21
2003.6836,373.12
2003.7027,372.88
2003.7219,373.35
2003.7411,373.28
2003.7603,372.92
2003.7795,372.79
2003.7986,373.43
2003.8178,373.4
2003.837,373.96
2003.8562,374.52
2003.8753,374.89
2003.8945,375.27
2003.9137,375.32
2003.9329,375.74
2003.9521,376.34
2003.9712,376.14
2003.9904,376.35
2004.0096,376.34
2004.0287,376.95
2004.0478,377.12
2004.0669,377.95
2004.0861,377.87
2004.1052,378.43
2004.1243,377.49
2004.1434,377.62
2004.1626,378.29
2004.1817,378.96
2004.2008,379.23
2004.2199,378.5
2004.2391,379.72
2004.2582,380
2004.2773,380.73
2004.2964,380.38
2004.3156,380.64
2004.3347,380.72
2004.3538,380.71
2004.373,380.25
2004.3921,381.07
2004.4112,379.94
2004.4303,380.09
2004.4495,380.16
2004.4686,379.37
2004.4877,379.14
2004.5068,378.33
2004.526,377.89
2004.5451,376.74
2004.5642,376.42
2004.5833,376.76
2004.6025,376.26
2004.6216,375.77
2004.6407,376.09
2004.6598,373.99
2004.679,374.44
2004.6981,374.05
2004.7172,374.4
2004.7363,374.31
2004.7555,373.98
2004.7746,374.22
2004.7937,374.57
2004.8128,374.96
2004.832,375.31
2004.8511,375.44
2004.8702,376.8
2004.8893,376.73
2004.9085,376.82
2004.9276,377.54
2004.9467,377.24
2004.9658,377.78
2004.985,377.83
2005.0041,378.21
2005.0233,378.44
2005.0425,378.35
2005.0616,378.63
2005.0808,379.42
2005.1,379.23
2005.1192,379.92
2005.1384,379.87
2005.1575,381.36
2005.1767,380.06
2005.1959,381.28
2005.2151,380.22
2005.2342,381.76
2005.2534,382.3
2005.2726,382.1
2005.2918,382.18
2005.311,382.57
2005.3301,381.94
2005.3493,381.98
2005.3685,382.63
2005.3877,383.01
2005.4068,382.79
2005.426,382.63
2005.4452,382.41
2005.4644,381.95
2005.4836,381.36
2005.5027,381.11
2005.5219,380.85
2005.5411,380.74
2005.5603,380.14
2005.5795,379.83
2005.5986,378.9
2005.6178,378.83
2005.637,378
2005.6562,377.95
2005.6753,377.32
2005.6945,376.16
2005.7137,376.35
2005.7329,376.46
2005.7521,376.65
2005.7712,376.91
2005.7904,376.91
2005.8096,377.52
2005.8288,377.8
2005.8479,377.94
2005.8671,378.86
2005.8863,378.48
2005.9055,379.02
2005.9247,379.93
2005.9438,380.18
2005.963,380.24
2005.9822,380.49
2006.0014,381.26
2006.0205,381.2
2006.0397,381.55
2006.0589,381.62
2006.0781,381.62
2006.0973,382.28
2006.1164,382.59
2006.1356,381.94
2006.1548,382.14
2006.174,382.89
2006.1932,382.89
2006.2123,382.91
2006.2315,382.43
2006.2507,384.17
2006.2699,384.74
2006.289,384.86
2006.3082,384.76
2006.3274,384.88
2006.3466,385.03
2006.3658,385.32
2006.3849,384.96
2006.4041,384.66
2006.4233,384.18
2006.4425,384.28
2006.4616,383.93
2006.4808,383.44
2006.5,383.11
2006.5192,382.83
2006.5384,381.8
2006.5575,382.11
2006.5767,381.51
2006.5959,380.59
2006.6151,380.4
2006.6342,379.79
2006.6534,379.55
2006.6726,378.69
2006.6918,379.14
2006.711,378.66
2006.7301,378.87
2006.7493,378.92
2006.7685,378.9
2006.7877,378.93
2006.8068,379.48
2006.826,379.64
2006.8452,379.76
2006.8644,380
2006.8836,380.38
2006.9027,381.24
2006.9219,381.47
2006.9411,381.7
2006.9603,382.18
2006.9795,382
2006.9986,382.08
2007.0178,382.92
2007.037,382.43
2007.0562,383.55
2007.0753,383.67
2007.0945,383.26
2007.1137,384.81
2007.1329,384.71
2007.1521,384
2007.1712,383.41
2007.1904,384.33
2007.2096,385.08
2007.2288,385.85
2007.2479,385.85
2007.2671,385.78
2007.2863,387.29
2007.3055,386.96
2007.3247,386.6
2007.3438,386.25
2007.363,386.65
2007.3822,386.51
2007.4014,386.91
2007.4205,386.9
2007.4397,386.43
2007.4589,385.7
2007.4781,385.04
2007.4973,385.38
2007.5164,385.12
2007.5356,384.08
2007.5548,383.8
2007.574,382.87
2007.5932,382.39
2007.6123,381.87
2007.6315,382.09
2007.6507,381.62
2007.6699,381.52
2007.689,380.65
2007.7082,380.79
2007.7274,380.67
2007.7466,380.87
2007.7658,380.94
2007.7849,381.02
2007.8041,381.34
2007.8233,381.75
2007.8425,382.01
2007.8616,382.21
2007.8808,383.04
2007.9,382.87
2007.9192,383.66
2007.9384,383.68
2007.9575,384.38
2007.9767,383.88
2007.9959,384.76
2008.015,384.39
2008.0342,385.79
2008.0533,385.99
2008.0724,386.76
2008.0915,386.01
2008.1107,385.95
2008.1298,385.3
2008.1489,385.36
2008.168,385.81
2008.1872,385.72
2008.2063,385.82
2008.2254,386.74
2008.2445,388.09
2008.2637,386.73
2008.2828,386.48
2008.3019,387.33
2008.321,387.27
2008.3402,388.52
2008.3593,388.87
2008.3784,388.89
2008.3975,388.59
2008.4167,388.54
2008.4358,387.47
2008.4549,387.88
2008.474,387.34
2008.5505,386.37
2008.5697,384.9
2008.5888,385.23
2008.6079,383.93
2008.627,383.68
2008.6462,383.3
2008.6653,383.51
2008.6844,383.03
2008.7036,383.37
2008.7227,383.06
2008.7418,382.75
2008.7609,382.87
2008.7801,382.85
2008.7992,383.07
2008.8183,383.99
2008.8374,383.79
2008.8566,384.11
2008.8757,384.34
2008.8948,384.49
2008.9139,385.05
2008.9331,385.29
2008.9522,385.54
2008.9713,385.93
2008.9904,386.23
2009.0096,386.4
2009.0288,387.02
2009.0479,387.14
2009.0671,387.5
2009.0863,387.03
2009.1055,386.94
2009.1247,387.62
2009.1438,388.22
2009.163,389.08
2009.1822,388.8
2009.2014,388.2
2009.2205,389.29
2009.2397,389.04
2009.2589,389.43
2009.2781,388.93
2009.2973,389.56
2009.3164,390.52
2009.3356,389.76
2009.3548,390.17
2009.374,390.38
2009.3932,390.41
2009.4123,389.85
2009.4315,390.2
2009.4507,389.42
2009.4699,388.49
2009.489,388.69
2009.5082,388.48
2009.5274,388.36
2009.5466,387.68
2009.5658,387.37
2009.5849,387.06
2009.6041,386.01
2009.6233,385.7
2009.6425,385.86
2009.6616,385.15
2009.6808,384.69
2009.7,384.76
2009.7192,384.62
2009.7384,384.03
2009.7575,383.88
2009.7767,384.38
2009.7959,384.71
2009.8151,385.01
2009.8342,385.36
2009.8534,385.69
2009.8726,386.34
2009.8918,386.38
2009.911,387.07
2009.9301,386.97
2009.9493,386.87
2009.9685,388.4
2009.9877,388.6
2010.0068,388.17
2010.026,388.33
2010.0452,388.33
2010.0644,389.01
2010.0836,390.71
2010.1027,390.35
2010.1219,390.22
2010.1411,389.57
2010.1603,390.93
2010.1795,391.38
2010.1986,391.17
2010.2178,390.29
2010.237,391.77
2010.2562,391.19
2010.2753,392.71
2010.2945,393.3
2010.3137,393.2
2010.3329,393.01
2010.3521,392.6
2010.3712,393.42
2010.3904,392.71
2010.4096,393.3
2010.4288,392.75
2010.4479,391.85
2010.4671,391.64
2010.4863,391.15
2010.5055,390.55
2010.5247,389.85
2010.5438,390.26
2010.563,389.82
2010.5822,388.86
2010.6014,388.82
2010.6205,388.47
2010.6397,387.62
2010.6589,387.53
2010.6781,386.14
2010.6973,387.06
2010.7164,386.78
2010.7356,386.78
2010.7548,386.95
2010.774,386.84
2010.7932,387.43
2010.8123,387.83
2010.8315,388.05
2010.8507,387.96
2010.8699,388.63
2010.889,389.49
2010.9082,389.66
2010.9274,389.78
2010.9466,389.44
2010.9658,390.15
2010.9849,389.94
2011.0041,391.64
2011.0233,390.76
2011.0425,391.52
2011.0616,391.37
2011.0808,392.07
2011.1,391.44
2011.1192,391.65
2011.1384,392.05
2011.1575,392.06
2011.1767,391.88
2011.1959,392.49
2011.2151,392.89
2011.2342,394
2011.2534,393
2011.2726,393.08
2011.2918,393.55
2011.311,393.31
2011.3301,394.14
2011.3493,392.89
2011.3685,394.91
2011.3877,394.85
2011.4068,394.19
2011.426,393.49
2011.4452,393.79
2011.4644,393.54
2011.4836,393.45
2011.5027,393.5
2011.5219,393.29
2011.5411,391.32
2011.5603,391.98
2011.5795,391.19
2011.5986,390.6
2011.6178,390.14
2011.637,389.39
2011.6562,389.52
2011.6753,389.04
2011.6945,389.14
2011.7137,389.08
2011.7329,388.67
2011.7521,388.77
2011.7712,388.8
2011.7904,389.03
2011.8096,389.24
2011.8288,389.61
2011.8479,389.76
2011.8671,390.44
2011.8863,390.51
2011.9055,391.15
2011.9247,391.36
2011.9438,392.01
2011.963,392.35
2011.9822,392.2
2012.0014,392.96
2012.0205,393.37
2012.0396,392.97
2012.0587,393.34
2012.0779,393.24
2012.097,393.71
2012.1161,393.49
2012.1352,394.44
2012.1544,394.26
2012.1735,393.55
2012.1926,394.27
2012.2117,394.79
2012.2309,395.12
2012.25,395.32
2012.2691,396.62
2012.2883,396.16
2012.3074,396.61
2012.3265,396.92
2012.3456,397.12
2012.3648,396.99
2012.3839,396.12
2012.403,396.3
2012.4221,395.73
2012.4413,396.24
2012.4604,395.57
2012.4795,395.25
2012.4986,394.96
2012.5178,394.36
2012.5369,394.47
2012.556,394.08
2012.5751,393.43
2012.5943,393.24
2012.6134,392.49
2012.6325,391.36
2012.6516,391.79
2012.6708,391.86
2012.6899,390.91
2012.709,390.79
2012.7281,390.89
2012.7473,390.81
2012.7664,390.96
2012.7855,390.89
2012.8046,391.33
2012.8238,391.56
2012.8429,392.29
2012.862,393.26
2012.8811,393.16
2012.9003,393.71
2012.9194,393.64
2012.9385,394.4
2012.9577,394.53
2012.9768,394.84
2012.9959,394.5
2013.0151,395.34
2013.0342,395.98
2013.0534,395.78
2013.0726,395.77
2013.0918,396.63
2013.111,396.97
2013.1301,397.15
2013.1493,396.73
2013.1685,397.65
2013.1877,396.94
2013.2068,397.36
2013.226,397.96
2013.2452,398.07
2013.2644,397.76
2013.2836,397.96
2013.3027,399.2
2013.3219,399.53
2013.3411,399.52
2013.3603,399.74
2013.3795,399.93
2013.3986,399.88
2013.4178,399.18
2013.437,398.61
2013.4562,398.14
2013.4753,398.64
2013.4945,398.24
2013.5137,397.74
2013.5329,397.08
2013.5521,396.82
2013.5712,396.68
2013.5904,395.67
2013.6096,395.13
2013.6288,395.15
2013.6479,394.22
2013.6671,393.85
2013.6863,393.35
2013.7055,393.3
2013.7247,393.38
2013.7438,393.31
2013.763,393.34
2013.7822,393.68
2013.8014,393.98
2013.8205,394.24
2013.8397,394.46
2013.8589,395.53
2013.8781,394.87
2013.8973,396
2013.9164,396.26
2013.9356,396.14
2013.9548,397.43
2013.974,397.27
2013.9932,397.41
2014.0123,398.23
2014.0315,397.74
2014.0507,397.97
2014.0699,397.83
2014.089,397.96
2014.1082,397.87
2014.1274,398.08
2014.1466,397.97
2014.1658,398.43
2014.1849,399.8
2014.2041,401.24
2014.2233,400.06
2014.2425,400.62
2014.2616,401.12
2014.2808,401.74
2014.3,401.59
2014.3192,401.74
2014.3384,401.71
2014.3575,401.71
2014.3767,401.75
2014.3959,401.82
2014.4151,401.82
2014.4342,401.5
2014.4534,401.03
2014.4726,400.94
2014.4918,400.22
2014.511,399.84
2014.5301,398.76
2014.5493,398.84
2014.5685,397.42
2014.5877,397.78
2014.6068,397.23
2014.626,396.77
2014.6452,396.32
2014.6644,396.37
2014.6836,395.02
2014.7027,395.08
2014.7219,395.45
2014.7411,395.33
2014.7603,395.56
2014.7795,395.65
2014.7986,395.86
2014.8178,397.51
2014.837,396.77
2014.8562,397.22
2014.8753,397.32
2014.8945,397.87
2014.9137,398.2
2014.9329,399.12
2014.9521,399.11
2014.9712,398.92
2014.9904,399.84
2015.0096,399.85
2015.0288,400.16
2015.0479,399.51
2015.0671,400.2
2015.0863,400.23
2015.1055,399.95
2015.1247,399.93
2015.1438,401.12
2015.163,401.28
2015.1822,402.04
2015.2014,400.78
2015.2205,401.77
2015.2397,401.96
2015.2589,403.44
2015.2781,404.04
2015.2973,403.07
2015.3164,403.8
2015.3356,404.13
2015.3548,403.96
2015.374,403.97
2015.3932,403.81
2015.4123,403.21
2015.4315,403.24
2015.4507,402.39
2015.4699,402.7
2015.489,402.17
2015.5082,401.73
2015.5274,401.39
2015.5466,401.25
2015.5658,400.21
2015.5849,398.36
2015.6041,399.19
2015.6233,399.14
2015.6425,398.85
2015.6616,398.49
2015.6808,397.77
2015.7,397.24
2015.7192,397.33
2015.7384,397.2
2015.7575,398.37
2015.7767,398.18
2015.7959,398.52
2015.8151,398.48
2015.8342,399.06
2015.8534,400.43
2015.8726,400.35
2015.8918,400.37
2015.911,400.8
2015.9301,401.31
2015.9493,402.35
2015.9685,402.6
2015.9877,402.07
2016.0068,402.11
2016.026,402.48
2016.0451,402.57
2016.0642,403.11
2016.0833,404.55
2016.1025,403.82
2016.1216,403.62
2016.1407,404.35
2016.1598,404.01
2016.179,403.97
2016.1981,404.74
2016.2172,405.48
2016.2363,405.42
2016.2555,406.57
2016.2746,408.69
2016.2937,407.42
2016.3128,407.79
2016.332,407.54
2016.3511,407.84
2016.3702,407.29
2016.3893,408.31
2016.4085,407.53
2016.4276,406.86
2016.4467,407.2
2016.4658,406.64
2016.485,405.97
2016.5041,405.57
2016.5232,404.48
2016.5423,403.39
2016.5615,403.83
2016.5806,403.47
2016.5997,402.88
2016.6189,401.85
2016.638,401.97
2016.6571,400.98
2016.6762,400.97
2016.6954,401.33
2016.7145,400.87
2016.7336,400.72
2016.7527,400.91
2016.7719,401.57
2016.791,401.65
2016.8101,402.07
2016.8292,402.81
2016.8484,402.76
2016.8675,403.74
2016.8866,403.98
2016.9057,404.38
2016.9249,403.87
2016.944,404.82
2016.9631,404.41
2016.9822,404.74
2017.0014,405.91
2017.0205,405.98
2017.0397,406.14
2017.0589,406.48
2017.0781,406.2
2017.0973,406.03
2017.1164,405.91
2017.1356,406.91
2017.1548,407.37
2017.174,406.1
2017.1932,407.06
2017.2123,406.77
2017.2315,408.37
2017.2507,407.6
2017.2699,408.85
2017.289,409.61
2017.3082,409.92
2017.3274,409.13
2017.3466,409.28
2017.3658,410.36
2017.3849,409.96
2017.4041,409.52
2017.4233,409.65
2017.4425,409.39
2017.4616,408.26
2017.4808,407.71
2017.5,407.99
2017.5192,407.01
2017.5384,406.74
2017.5575,406.67
2017.5767,406.41
2017.5959,405.48
2017.6151,405.14
2017.6342,404.48
2017.6534,404.19
2017.6726,403.71
2017.6918,403.7
